title
"Distributed Computation, the Twisted Isomorphism, and Auto-Poiesis"
Gryphon: An Information Flow Based Approach to Message Brokering
"Self-stabilizing mutual exclusion on a ring, even if K=N"
A decision-theoretic approach to reliable message delivery
On Automata with Boundary
"A Problem-Specific Fault-Tolerance Mechanism for Asynchronous,
  Distributed Systems"
Sorting Integers on the AP1000
"A Note on ""Optimal Static Load Balancing in Distributed Computer
  Systems"""
Performing work efficiently in the presence of faults
Phase Clocks for Transient Fault Repair
"Nimrod/G: An Architecture of a Resource Management and Scheduling System
  in a Global Computational Grid"
Byzantine Agreement with Faulty Majority using Bounded Broadcast
A Scientific Data Management System for Irregular Applications
"Components and Interfaces of a Process Management System for Parallel
  Programs"
Replica Selection in the Globus Data Grid
Dijkstra's Self-Stabilizing Algorithm in Unsupportive Environments
On the Area of Hypercube Layouts
Economic Models for Management of Resources in Grid Computing
Simple and Effective Distributed Computing with a Scheduling Service
Randomized Two-Process Wait-Free Test-and-Set
NEOS Server 4.0 Administrative Guide
"The Cactus Worm: Experiments with Dynamic Resource Discovery and
  Allocation in a Grid Environment"
Bounded Concurrent Timestamp Systems Using Vector Clocks
"Scalable Unix Commands for Parallel Processors: A High-Performance
  Implementation"
Learning from the Success of MPI
"Teaching Parallel Programming Using Both High-Level and Low-Level
  Languages"
The ESRF TANGO control system status
Large-Scale Corba-Distributed Software Framework for Nif Controls
Modernising the ESRF control system with GNU/Linux
"Virtual Laboratory: Enabling On-Demand Drug Design with the World Wide
  Grid"
"A Computational Economy for Grid Computing and its Implementation in the
  Nimrod-G Resource Brok"
Simple Optimal Wait-free Multireader Registers
"GridSim: A Toolkit for the Modeling and Simulation of Distributed
  Resource Management and Scheduling for Grid Computing"
"A Deadline and Budget Constrained Cost-Time Optimisation Algorithm for
  Scheduling Task Farming Applications on Global Grids"
"Economic-based Distributed Resource Management and Scheduling for Grid
  Computing"
An Overview of a Grid Architecture for Scientific Computing
Performance evaluation of the GridFTP within the NorduGrid project
"A Multilevel Approach to Topology-Aware Collective Operations in
  Computational Grids"
MPICH-G2: A Grid-Enabled Implementation of the Message Passing Interface
"System Description for a Scalable, Fault-Tolerant, Distributed Garbage
  Collector"
Noncontiguous I/O through PVFS
Implicit Simulations using Messaging Protocols
A Unified Theory of Shared Memory Consistency
"GridBank: A Grid Accounting Services Architecture (GASA) for Distributed
  Systems Sharing and Integration"
Computational Grids in Action: The Natinal Fusion Collaboratory
On the Complexity of Buffer Allocation in Message Passing Systems
"Grid Market Directory: A Web Services based Grid Service Publication
  Directory"
"G-Monitor: Gridbus web portal for monitoring and steering application
  execution on global grids"
"Visual Environment for Rapid Composition of Parameter-Sweep Applications
  for Distributed Processing on Global Grids"
"Guided Google: A Meta Search Engine and its Implementation using the
  Google Distributed Web Services"
Economic and On Demand Brain Activity Analysis on Global Grids
Fair Solution to the Reader-Writer-Problem with Semaphores only
Using Regression Techniques to Predict Large Data Transfers
"Towards automation of computing fabrics using tools from the fabric
  management workpackage of the EU DataGrid project"
ATLAS and CMS applications on the WorldGrid testbed
EU DataGRID testbed management and support at CERN
A Secure Infrastructure For System Console and Reset Access
DIAMOnDS - DIstributed Agents for MObile & Dynamic Services
"McRunjob: A High Energy Physics Workflow Planner for Grid Production
  Processing"
A Generic Multi-node State Monitoring Subsystem
The CMS Integration Grid Testbed
Clarens Client and Server Applications
The Clarens web services architecture
R-GMA: First results after deployment
Managing Dynamic User Communities in a Grid of Autonomous Resources
"The first deployment of workload management services on the EU DataGrid
  Testbed: feedback on design and implementation"
The new BaBar Data Reconstruction Control System
"Grid Data Management in Action: Experience in Running and Supporting
  Data Management Services in the EU DataGrid Project"
A monitoring tool for a GRID operation center
HEP Applications Evaluation of the EDG Testbed and Middleware
A Software Data Transport Framework for Trigger Applications on Clusters
"Grid-based access control for Unix environments, Filesystems and Web
  Sites"
"The WorldGrid transatlantic testbed: a successful example of Grid
  interoperability across EU and U.S. domains"
Parallel netCDF: A Scientific High-Performance I/O Interface
A data Grid testbed environment in Gigabit WAN with HPSS
ATLAS Data Challenge 1
BlueOx: A Java Framework for Distributed Data Analysis
"Installing, Running and Maintaining Large Linux Clusters at CERN"
DIRAC - Distributed Infrastructure with Remote Agent Control
A Model for Grid User Management
Exploiting peer group concept for adaptive and highly available services
"The AliEn system, status and perspectives"
AliEn Resource Brokers
Distributed Offline Data Reconstruction in BaBar
AliEnFS - a Linux File System for the AliEn Grid Services
"The EU DataGrid Workload Management System: towards the second major
  release"
"Understanding and Coping with Hardware and Software Failures in a Very
  Large Trigger Farm"
"Data Management for Physics Analysis in Phenix (BNL, RHIC)"
BaBar Web job submission with Globus authentication and AFS access
"Building A High Performance Parallel File System Using Grid Datafarm and
  ROOT I/O"
Grid-Brick Event Processing Framework in GEPS
MonALISA : A Distributed Monitoring Service Architecture
Site Authorization Service (SAZ)
Run Control and Monitor System for the CMS Experiment
Sharing a conceptual model of grid resources and services
Adapting SAM for CDF
D0 Regional Analysis Center Concepts
GRAPPA: Grid Access Portal for Physics Applications
Management of Grid Jobs and Information within SAMGrid
Lattice QCD Production on Commodity Clusters at Fermilab
"Tools and Techniques for Managing Clusters for SciDAC Lattice QCD at
  Fermilab"
"Gridscape: A Tool for the Creation of Interactive and Dynamic Grid
  Testbed Web Portals"
"Augernome & XtremWeb: Monte Carlos computation on a global computing
  platform"
Relational Grid Monitoring Architecture (R-GMA)
"A thought experiment on Quantum Mechanics and Distributed Failure
  Detection"
A distributed algorithm to find k-dominating sets
On reducing the complexity of matrix clocks
Control and Debugging of Distributed Programs Using Fiddle
Optimizing Noncontiguous Accesses in MPI-IO
A Particular Bug Trap: Execution Replay Using Virtual Machines
OGSA/Globus Evaluation for Data Intensive Applications
Problem of Application Job Monitoring in GRID Systems
LCG-1 Deployment and usage experience
"GridEmail: A Case for Economically Regulated Internet-based
  Interpersonal Communications"
Using virtual processors for SPMD parallel programs
ClassdescMP: Easy MPI programming in C++
"A Knowledge-Theoretic Analysis of Uniform Distributed Coordination and
  Failure Detectors"
"Alchemi: A .NET-based Grid Computing Framework and its Integration into
  Global Grids"
P2P Networks for Content Sharing
Belle Computing System
A Modular and Fault-Tolerant Data Transport Framework
"The study of distributed computing algorithms by multithread
  applications"
"The Gridbus Toolkit for Service Oriented Grid and Utility Computing: An
  Overview and Status Report"
"A Grid Service Broker for Scheduling Distributed Data-Oriented
  Applications on Global Grids"
"A New Dynamical Domain Decomposition Method for Parallel Molecular
  Dynamics Simulation on Grid"
"Global Grids and Software Toolkits: A Study of Four Grid Middleware
  Technologies"
"A Taxonomy and Survey of Grid Resource Planning and Reservation Systems
  for Grid Enabled Analysis Environment"
"Distributed Analysis and Load Balancing System for Grid Enabled Analysis
  on Hand-held devices using Multi-Agents Systems"
"A Grid-enabled Interface to Condor for Interactive Analysis on Handheld
  and Resource-limited Devices"
"A Low Cost Distributed Computing Approach to Pulsar Searches at a Small
  College"
Performance Characterisation of Intra-Cluster Collective Communications
"Identifying Logical Homogeneous Clusters for Efficient Wide-area
  Communications"
Fast Tuning of Intra-Cluster Collective Communications
"Diffusive Load Balancing of Loosely-Synchronous Parallel Programs over
  Peer-to-Peer Networks"
HEP@Home - A distributed computing system based on BOINC
ReCord: A Distributed Hash Table with Recursive Structure
Usage Policy-based CPU Sharing in VOs
"Balanced Overlay Networks (BON): Decentralized Load Balancing via
  Self-Organized Random Networks"
"Reductions in Distributed Computing Part I: Consensus and Atomic
  Commitment Tasks"
Reductions in Distributed Computing Part II: k-Threshold Agreement Tasks
A Distributed Economics-based Infrastructure for Utility Computing
"A Survey of Fault-Tolerance and Fault-Recovery Techniques in Parallel
  Systems"
When Database Systems Meet the Grid
A Semantic Grid-based E-Learning Framework (SELF)
"Koordinatenfreies Lokationsbewusstsein (Localization without
  Coordinates)"
Online Permutation Routing in Partitioned Optical Passive Star Networks
Prédiction de Performances pour les Communications Collectives
A Taxonomy of Workflow Management Systems for Grid Computing
Contextual Constraint Modeling in Grid Application Workflows
Resource Management Services for a Grid Analysis Environment
"Heterogeneous Relational Databases for a Grid-enabled Analysis
  Environment"
"JClarens: A Java Framework for Developing and Deploying Web Services for
  Grid Computing"
"SafeMPI - Extending MPI for Byzantine Error Detection on Parallel
  Clusters"
A batch scheduler with high level components
A Flexible Thread Scheduler for Hierarchical Multiprocessor Machines
Energy Optimal Data Propagation in Wireless Sensor Networks
Virtual Environments for multiphysics code validation on Computing Grids
Gradient Based Routing in Wireless Sensor Networks: a Mixed Strategy
"On Ants, Bacteria and Dynamic Environments"
Exploring high performance distributed file storage using LDPC codes
Localization in Wireless Sensor Grids
An Optimal Distributed Edge-Biconnectivity Algorithm
Bulk Scheduling with DIANA Scheduler
Final Results from and Exploitation Plans for MammoGrid
"Health-e-Child : An Integrated Biomedical Platform for Grid-Based
  Paediatric Applications"
"A General Framework for Scalability and Performance Analysis of DHT
  Routing Systems"
CMS Software Distribution on the LCG and OSG Grids
"Gridscape II: A Customisable and Pluggable Grid Monitoring Portal and
  its Integration with Google Maps"
Utility Computing and Global Grids
"SLA-Based Coordinated Superscheduling Scheme and Performance for
  Computational Grids"
"A Case for Cooperative and Incentive-Based Coupling of Distributed
  Clusters"
