title
A correct proof of the heuristic GCD algorithm
"Orthonormal RBF wavelet and ridgelet-like series and transforms for
  high-dimensional problems"
A Note on the DQ Analysis of Anisotropic Plates
Parameterized Type Definitions in Mathematica: Methods and Advantages
Size reduction and partial decoupling of systems of equations
TCTL Inevitability Analysis of Dense-time Systems
Quasi-Optimal Arithmetic for Quaternion Polynomials
"Digital Version of Green`s Theorem and its Application to The Coverage
  Problem in Formal Verification"
Efficient dot product over word-size finite fields
"An unexpected application of minimization theory to module
  decompositions"
A novel approach to symbolic algebra
FORM Matters: Fast Symbolic Computation under UNIX
"From Tensor Equations to Numerical Code -- Computer Algebra Tools for
  Numerical Relativity"
Jordan Normal and Rational Normal Form Algorithms
Efficient Computation of the Characteristic Polynomial
Tensor manipulation in GPL Maxima
Towards a diagrammatic modeling of the LinBox C++ linear algebra library
ParFORM: recent development
"Fast (Multi-)Evaluation of Linearly Recurrent Sequences: Improvements
  and Applications"
An introspective algorithm for the integer determinant
Dense Linear Algebra over Finite Fields: the FFLAS and FFPACK packages
Computing spectral sequences
Solving Sparse Integer Linear Systems
"Polynomial Time Nondimensionalisation of Ordinary Differential Equations
  via their Lie Point Symmetries"
"Fast computation of power series solutions of systems of differential
  equations"
SAT Techniques for Lexicographic Path Orders
Low Complexity Algorithms for Linear Recurrences
"Complexity of Resolution of Parametric Systems of Polynomial Equations
  and Inequations"
"Strong bi-homogeneous Bézout theorem and its use in effective real
  algebraic geometry"
Bounds on the coefficients of the characteristic and minimal polynomials
Groebner Bases Applied to Systems of Linear Difference Equations
"Reduction of Algebraic Parametric Systems by Rectification of their
  Affine Expanded Lie Symmetries"
Symmetric Subresultants and Applications
Time- and Space-Efficient Evaluation of Some Hypergeometric Constants
Towards a New ODE Solver Based on Cartan's Equivalence Method
"Formal proof for delayed finite field arithmetic using floating point
  operators"
"Towards an exact adaptive algorithm for the determinant of a rational
  matrix"
Q-adic Transform revisited
"Factorization in categories of systems of linear partial differential
  equations"
"Analyzing the Topology Types arising in a Family of Algebraic Curves
  Depending On Two Parameters"
Reconstruction of eye movements during blinks
Compressed Modular Matrix Multiplication
"Towards a Symbolic-Numeric Method to Compute Puiseux Series: The Modular
  Part"
A local construction of the Smith normal form of a matrix polynomial
"How to turn a scripting language into a domain specific language for
  computer algebra"
Detecting lacunary perfect powers and computing their roots
Fast algorithms for differential equations in positive characteristic
"On finding multiplicities of characteristic polynomial factors of
  black-box matrices"
"A baby steps/giant steps Monte Carlo algorithm for computing roadmaps in
  smooth compact real hypersurfaces"
"A bound on the minimum of a real positive polynomial over the standard
  simplex"
Completeness of the WDS method in Checking Positivity of Integral Forms
Simplex Subdivisions and Nonnegativity Decision of Forms
"NumGfun: a Package for Numerical and Analytic Computation with D-finite
  Functions"
When can we decide that a P-finite sequence is positive?
Partial Denominator Bounds for Partial Linear Difference Equations
"Random polynomials and expected complexity of bisection methods for real
  solving"
The DMM bound: multivariate (aggregate) separation bounds
The F5 Algorithm in Buchberger's Style
"Improved complexity bounds for real root isolation using Continued
  Fractions"
"Improved complexity bounds for real root isolation using Continued
  Fractions"
"A Refined Denominator Bounding Algorithm for Multivariate Linear
  Difference Equations"
"Deflation and Certified Isolation of Singular Zeros of Polynomial
  Systems"
A Generalized Criterion for Signature Related Gröbner Basis Algorithms
Multiplicity Preserving Triangular Set Decomposition of Two Polynomials
Root Refinement for Real Polynomials
A Worst-case Bound for Topology Computation of Algebraic Curves
"A Generalized Criterion for Signature-based Algorithms to Compute
  Gröbner Bases"
"Solving Detachability Problem for the Polynomial Ring by Signature-based
  Groebner Basis Algorithms"
Trading Order for Degree in Creative Telescoping
A fast algorithm for reversion of power series
On Kahan's Rules for Determining Branch Cuts
Computing the Hermite Form of a Matrix of Ore Polynomials
On the complexity of computing with zero-dimensional triangular sets
"Structure of lexicographic Groebner bases in three variables of ideals
  of dimension zero"
Note on fast division algorithm for polynomials using Newton iteration
On the Complexity of the Generalized MinRank Problem
Abstracting Path Conditions for Effective Symbolic Execution
"Computational Tutorial on Gröbner bases embedding Sage in LaTeX with
  SageTEX"
Order-Degree Curves for Hypergeometric Creative Telescoping
Computational linear algebra over finite fields
"Matrix Formula of Differential Resultant for First Order Generic
  Ordinary Differential Polynomials"
"Power Series Solution to Non-Linear Partial Differential equations of
  Mathematical Physics"
Generic Regular Decompositions for Generic Zero-Dimensional Systems
Creative Telescoping for Holonomic Functions
Fast polynomial evaluation and composition
"A nearly optimal algorithm for deciding connectivity queries in smooth
  and bounded real algebraic sets"
"Fast Algorithms for Refined Parameterized Telescoping in Difference
  Fields"
On the Complexity of Computing Critical Points with Gröbner Bases
"A probabilistic and deterministic modular algorithm for computing
  Groebner basis over $\Q$"
Introduction to the Symbolic Integration System
Truth Table Invariant Cylindrical Algebraic Decomposition
Essentially optimal interactive certificates in linear algebra
Sparse interpolation over finite fields via low-order roots of unity
Constructing Fewer Open Cells by GCD Computation in CAD Projection
"Products of Ordinary Differential Operators by Evaluation and
  Interpolation"
Power Series Composition and Change of Basis
Fast Conversion Algorithms for Orthogonal Polynomials
Effective Bounds for P-Recursive Sequences
