title
Mini-indexes for literate programs
"Comparing the expressive power of the Synchronous and the Asynchronous
  pi-calculus"
"Scoping Constructs in Logic Programming: Implementation Problems and
  their Solution"
Linguistic Reflection in Java
A Polymorphic Groundness Analysis of Logic Programs
Universal Object Oriented Languages and Computer Algebra
Semantics of Programming Languages: A Tool-Oriented Approach
Why C++ is not very fit for GUI programming
Fractal Symbolic Analysis
TSIA: A Dataflow Model
On Redundancy Elimination Tolerant Scheduling Rules
Task Frames
"Application Software, Domain-Specific Languages, and Language Design
  Assistants"
"C++ programming language for an abstract massively parallel SIMD
  architecture"
"Multimethods and separate static typechecking in a language with
  C++-like object model"
Type Classes and Constraint Handling Rules
The Concurrent Language Aldwych
An Approach to the Implementation of Overlapping Rules in Standard ML
Towards rule-based visual programming of generic visual systems
"Termination analysis of logic programs using acceptability with general
  term orders"
"Automatic Termination Analysis of Programs Containing Arithmetic
  Predicates"
A General Framework for Automatic Termination Analysis of Logic Programs
Decomposing Non-Redundant Sharing by Complementation
An Effective Fixpoint Semantics for Linear Logic Programs
"Soundness, Idempotence and Commutativity of Set-Sharing"
Component Programming and Interoperability in Constraint Solver Design
Probabilistic asynchronous pi-calculus
On the generalized dining philosophers problem
Verification of Timed Automata Using Rewrite Rules and Strategies
CLP versus LS on Log-based Reconciliation Problems
Branching: the Essence of Constraint Solving
CLP Approaches to 2D Angle Placements
"Variable and Value Ordering When Solving Balanced Academic Curriculum
  Problems"
"Proceedings of the 6th Annual Workshop of the ERCIM Working Group on
  Constraints"
"Practical Aspects for a Working Compile Time Garbage Collection System
  for Mercury"
Efficient Groundness Analysis in Prolog
The Witness Properties and the Semantics of the Prolog Cut
Using parametric set constraints for locating errors in CLP programs
Towards Generic Refactoring
Three Optimisations for Sharing
The Sketch of a Polymorphic Symphony
Design Patterns for Functional Strategic Programming
A Framework for Datatype Transformation
Typed Generic Traversal With Term Rewriting Strategies
"Logic programming in the context of multiparadigm programming: the Oz
  experience"
"Ownership Confinement Ensures Representation Independence for
  Object-Oriented Programs"
Strategic polymorphism requires just two combinators!
Flavor: A Language for Media Representation
On Applying Or-Parallelism and Tabling to Logic Programs
cTI: A constraint-based termination inference tool for ISO-Prolog
Computing Convex Hulls with a Linear Solver
Generic and Efficient Program Monitoring by trace analysis
The Chameleon Type Debugger (Tool Demonstration)
A Very Short Self-Interpreter
"Inferring Termination Conditions for Logic Programs using Backwards
  Analysis"
An Open Ended Tree
"A correct, precise and efficient integration of set-sharing, freeness
  and linearity for the analysis of finite and rational tree languages"
Enhanced sharing analysis techniques: a comprehensive evaluation
A system for reflection in C++
The UPLNC Compiler: Design and Implementation
A Tribute to Alain Colmerauer
Specialization of Functional Logic Programs Based on Needed Narrowing
Phantom Types and Subtyping
A treatment of higher-order features in logic programming
"A General Framework For Lazy Functional Logic Programming With Algebraic
  Polymorphic Types"
Multi-Threading And Message Communication In Qu-Prolog
Constraint Logic Programming with Hereditary Harrop Formula
"Finite-Tree Analysis for Constraint Logic-Based Languages: The Complete
  Unabridged Version"
"Reduction Strategies in Lambda Term Normalization and their Effects on
  Heap Usage"
Higher-Order Concurrent Win32 Programming
Reactive Programming in Standard ML
"Aspects de la Programmation d'Applications Win32 avec un Langage
  Fonctionnel"
The Design of a COM-Oriented Module System
A Framework for Interoperability
On the Expressive Power of First-Order Boolean Functions in PCF
High-Level Networking With Mobile Code And First Order AND-Continuations
"CLAIRE: Combining Sets, Search And Rules To Better Express Algorithms"
Learning Hybrid Algorithms for Vehicle Routing Problems
Typing constraint logic programs
Worst-Case Groundness Analysis Using Definite Boolean Functions
A Proof Theoretic Approach to Failure in Functional Logic Programming
Secure Prolog-Based Mobile Code
O(1) Reversible Tree Navigation Without Cycles
A Hyper-Arc Consistency Algorithm for the Soft Alldifferent Constraint
Optimizing compilation of constraint handling rules in HAL
Checking modes of HAL programs
Jartege: a Tool for Random Generation of Unit Tests for Java Classes
"Widening Operators for Weakly-Relational Numeric Abstractions (Extended
  Abstract)"
Contextual equivalence for higher-order pi-calculus revisited
Super Object Oriented Programming
"Incorporating LINQ, State Diagrams Templating and Package Extension Into
  Java"
Programming Finite-Domain Constraint Propagators in Action Rules
Fast Recompilation of Object Oriented Modules
"An Improved Non-Termination Criterion for Binary Constraint Logic
  Programs"
Haskell's overlooked object system
Language embeddings that preserve staging and safety
"Practical Datatype Specializations with Phantom Types and Recursion
  Schemes"
"The SL synchronous language, revisited"
Checking C++ Programs for Dimensional Consistency
Resource Control for Synchronous Cooperative Threads
Reactive concurrent programming revisited
Tradeoffs in Metaprogramming
Incremental copying garbage collection for WAM-based Prolog systems
Canonical Abstract Syntax Trees
Removing Redundant Arguments Automatically
Constraint Functional Logic Programming over Finite Domains
Compositional Semantics for the Procedural Interpretation of Logic
Towards Applicative Relational Programming
A compositional Semantics for CHR
Efficient Compression of Prolog Programs
Parsing Transformative LR(1) Languages
Deriving Escape Analysis by Abstract Interpretation: Proofs of results
Analysis of Equality Relationships for Imperative Programs
Complexity of Data Flow Analysis for Non-Separable Frameworks
Improving Precision of Type Analysis Using Non-Discriminative Union
On using Tracer Driver for External Dynamic Process Observation
JavaTA: A Logic-based Debugger for Java
"Towards Execution Time Estimation for Logic Programs via Static Analysis
  and Profiling"
"ExSched: Solving Constraint Satisfaction Problems with the Spreadsheet
  Paradigm"
A Web-based Tool Combining Different Type Analyses
Some Issues on Incremental Abstraction-Carrying Code
A Generic Analysis Environment for Curry Programs
"Proceedings of the 16th Workshop in Logic-based Methods in Programming
  Environments (WLPE2006)"
Towards Practical Typechecking for Macro Tree Transducers
A New Numerical Abstract Domain Based on Difference-Bound Matrices
"Field-Sensitive Value Analysis of Embedded C Programs with Union Types
  and Pointer Arithmetics"
A Few Graph-Based Relational Numerical Abstract Domains
Symbolic Methods to Enhance the Precision of Numerical Abstract Domains
"Relational Abstract Domains for the Detection of Floating-Point Run-Time
  Errors"
The Octagon Abstract Domain
Liveness of Heap Data for Functional Programs
"A Language-Based Approach for Improving the Robustness of Network
  Application Protocol Implementations"
Typer la dé-sérialisation sans sérialiser les types
"Mixing the Objective Caml and C# Programming Models in the .Net
  Framework"
Improvements to the Psi-SSA representation
Elementary transformation analysis for Array-OL
Linear Tabling Strategies and Optimizations
An Efficient OpenMP Runtime System for Hierarchical Arch
Projection semantics for rigid loops
"How to be correct, lazy and efficient ?"
Separation Logic for Small-step Cminor
"FORAY-GEN: Automatic Generation of Affine Functions for Memory
  Optimizations"
The Challenges of Hardware Synthesis from C-Like Languages
"A Register Allocation Algorithm in the Presence of Scalar Replacement
  for Fine-Grain Configurable Architectures"
A Constraint Network Based Approach to Memory Layout Optimization
Instruction sequences with indirect jumps
Observational semantics of the Prolog Resolution Box Model
Instruction sequences with dynamically instantiated instructions
An Approach to Programming Based on Concepts
"Concepts and their Use for Modelling Objects and References in
  Programming Languages"
Indirect Object Representation and Access by Means of Concepts
Call-by-value Termination in the Untyped lambda-calculus
"DSL development based on target meta-models. Using AST transformations
  for automating semantic analysis in a textual DSL framework"
Programming an interpreter using molecular dynamics
Thread extraction for polyadic instruction sequences
The RDF Virtual Machine
A Non-Termination Criterion for Binary Constraint Logic Programs
Unfolding in CHR
"Definition and Implementation of a Points-To Analysis for C-like
  Languages"
On the expressiveness of single-pass instruction sequences
Periodic Single-Pass Instruction Sequences
Detection of parallel steps in programs with arrays
Mechanized semantics for the Clight subset of the C language
A Program Transformation for Continuation Call-Based Tabled Execution
Compilation of extended recursion in call-by-value functional languages
Indirect jumps improve instruction sequence performance
"A progression ring for interfaces of instruction sequences, threads, and
  services"
Coding Guidelines for Prolog
"An Implementation of the Language Lambda Prolog Organized around
  Higher-Order Pattern Unification"
JSC : A JavaScript Object System
A Metamodel of Unit Testing for Object-Oriented Programming Languages
Typing rule-based transformations over topological collections
"Typage fort et typage souple des collections topologiques et des
  transformations"
"Type Inference for Deadlock Detection in a Multithreaded Polymorphic
  Typed Assembly Language"
"Polychronous Interpretation of Synoptic, a Domain Specific Modeling
  Language for Embedded Flight-Software"
Expressiveness and Extensions of an Instruction Sequence Semigroup
The C Object System: Using C as a High-Level Object-Oriented Language
"Implementing Multi-Periodic Critical Systems: from Design to Code
  Generation"
Lazy Evaluation and Delimited Control
"Molecular Programming Pseudo-code Representation to Molecular
  Electronics"
"Introduction to the Report ""Interlanguages and Synchronic Models of
  Computation."""
Interlanguages and synchronic models of computation
Positive Supercompilation for a Higher-Order Call-By-Value Language
An approach to find dynamic slice for C++ Program
Concurrent Goal-Based Execution of Constraint Handling Rules
"Comparative Studies of 10 Programming Languages within 10 Diverse
  Criteria -- a Team 7 COMP6411-S10 Term Report"
Towards a Property Preserving Transformation from IEC 61131-3 to BIP
